"EnterpriseNumber","Status","JuridicalSituation","TypeOfEnterprise","JuridicalForm","JuridicalFormCAC","StartDate"
"0400.006.026","AC","012","2","015","610",01-10-1966
"0400.006.323","AC","000","2","017",,01-01-1968
"0400.006.521","AC","012","2","014",,01-01-1960
"0400.007.313","AC","000","2","017",,01-01-1968
"0400.008.303","AC","020","2","014",,25-09-1968
"0400.008.697","AC","000","2","014",,01-05-1968
"0400.008.796","AC","000","2","014",,23-09-1968
"0400.008.994","AC","000","2","014",,01-01-1968
"0400.009.093","AC","020","2","015","610",04-10-1968
"0400.009.588","AC","012","2","016",,26-08-1968
"0400.010.776","AC","000","2","610",,25-05-1965
"0400.010.875","AC","000","2","610",,01-06-1968
"0400.011.469","AC","000","2","014",,01-09-1968
"0400.012.063","AC","000","2","014",,01-01-1968
"0400.012.459","AC","012","2","015","610",01-01-1958
"0400.013.152","AC","012","2","016",,07-11-1961
"0400.013.251","AC","012","2","014",,01-01-1958
"0400.014.934","AC","012","2","015","610",01-01-1966
"0400.015.132","AC","012","2","014",,01-01-1959
"0400.015.627","AC","020","2","015","610",07-09-1959
"0400.016.320","AC","010","2","014",,02-05-1956
"0400.016.815","AC","012","2","011",,01-01-1968
"0400.017.112","AC","000","2","014",,06-02-1967
"0400.017.211","AC","050","2","014",,01-01-1968
"0400.017.310","AC","012","2","015","610",21-01-1964
"0400.018.102","AC","012","2","014",,11-05-1929
"0400.018.793","AC","020","2","014",,23-07-1954
"0400.019.486","AC","000","2","610",,08-02-1951
"0400.020.179","AC","012","2","011",,01-12-1905
"0400.020.377","AC","020","2","015","610",24-12-1958
"0400.021.070","AC","000","2","610",,12-12-1946
"0400.021.268","AC","000","2","014",,23-01-1945
"0400.021.466","AC","000","2","014",,07-07-1913
"0400.021.664","AC","012","2","015","610",01-01-1968
"0400.021.961","AC","000","2","014",,08-02-1958
"0400.022.159","AC","030","2","015","610",12-09-1960
"0400.022.258","AC","000","2","015","610",01-01-1968
"0400.022.555","AC","012","2","011",,01-01-1968
"0400.023.248","AC","000","2","014",,01-01-1968
"0400.023.347","AC","000","2","014",,31-01-1957
"0400.023.545","AC","000","2","014",,21-12-1964
"0400.023.644","AC","012","2","014",,15-01-1939
"0400.023.842","AC","012","2","011",,01-01-1968
"0400.023.941","AC","000","2","015","610",06-03-1965
"0400.024.634","AC","000","2","014",,30-06-1953
"0400.024.733","AC","000","2","014",,01-01-1968
"0400.025.921","AC","030","2","014",,03-05-1928
"0400.026.317","AC","012","2","015","610",28-02-1950
"0400.026.812","AC","012","2","016",,06-11-1958
"0400.027.505","AC","000","2","014",,30-04-1912
"0400.027.802","AC","000","2","014",,01-01-1968
"0400.028.394","AC","000","2","014",,28-04-1964
"0400.028.988","AC","012","2","014",,23-01-1953
"0400.029.285","AC","012","2","014",,30-01-1926
"0400.029.582","AC","000","2","014",,23-01-1947
"0400.029.780","AC","010","2","014",,09-08-1945
"0400.030.869","AC","000","2","610",,01-01-1919
"0400.031.760","AC","000","2","016",,27-11-1965
"0400.032.156","AC","000","2","610",,20-10-1904
"0400.032.354","AC","000","2","017",,01-01-1968
"0400.032.849","AC","000","2","030",,01-01-1968
"0400.033.047","AC","000","2","014",,01-01-1968
"0400.033.146","AC","012","2","014",,31-12-1931
"0400.033.245","AC","012","2","016",,01-01-1956
"0400.033.443","AC","000","2","014",,01-01-1968
"0400.033.542","AC","000","2","014",,10-04-1965
"0400.034.334","AC","000","2","014",,01-01-1968
"0400.034.631","AC","012","2","015","610",01-01-1965
"0400.034.730","AC","000","2","610",,04-05-1958
"0400.035.720","AC","012","2","014",,01-01-1961
"0400.035.918","AC","000","2","610",,28-05-1953
"0400.036.017","AC","000","2","610",,01-01-1966
"0400.036.215","AC","000","2","014",,22-10-1947
"0400.036.512","AC","012","2","015","610",03-07-1953
"0400.037.205","AC","012","2","015","610",30-09-1952
"0400.037.304","AC","000","2","610",,01-01-1968
"0400.037.403","AC","012","2","014",,21-06-1956
"0400.037.797","AC","000","2","610",,06-10-1958
"0400.037.896","AC","000","2","021",,25-01-1905
"0400.037.995","AC","000","2","610",,30-12-1907
"0400.038.094","AC","000","2","014",,31-08-1923
"0400.038.886","AC","000","2","014",,29-10-1951
"0400.039.084","AC","000","2","014",,25-09-1940
"0400.039.183","AC","000","2","014",,16-08-1939
"0400.039.381","AC","000","2","014",,18-01-1963
"0400.039.579","AC","020","2","014",,24-06-1941
"0400.040.767","AC","012","2","014",,26-08-1932
"0400.040.965","AC","000","2","014",,04-02-1956
"0400.041.064","AC","000","2","014",,01-01-1968
"0400.041.163","AC","000","2","014",,02-02-1956
"0400.041.757","AC","012","2","015","610",09-06-1962
"0400.042.252","AC","012","2","015","610",01-01-1968
"0400.042.549","AC","000","2","014",,01-01-1968
"0400.043.044","AC","012","2","015","610",01-01-1968
"0400.044.133","AC","012","2","014",,01-01-1954
"0400.045.222","AC","012","2","014",,06-12-1961
"0400.045.618","AC","000","2","610",,09-02-1928
"0400.045.915","AC","010","2","015","610",11-04-1962
"0400.046.707","AC","000","2","015","610",20-01-1951
"0400.047.992","AC","020","2","015","610",09-09-1947
"0400.048.388","AC","000","2","017",,13-01-1923
"0400.048.685","AC","000","2","610",,01-01-1968
"0400.048.784","AC","000","2","610",,01-01-1968
"0400.048.883","AC","000","2","014",,11-12-1919
"0400.049.477","AC","000","2","017",,01-01-1968
"0400.049.675","AC","012","2","016",,15-11-1952
"0400.050.269","AC","012","2","016",,12-11-1925
"0400.050.368","AC","000","2","014",,11-02-1964
"0400.051.259","AC","000","2","014",,07-01-1926
"0400.051.358","AC","000","2","030",,01-01-1968
"0400.051.754","AC","000","2","014",,01-01-1968
"0400.052.249","AC","000","2","610",,08-04-1966
"0400.052.348","AC","000","2","014",,11-10-1965
"0400.052.942","AC","000","2","610",,21-09-1954
"0400.053.833","AC","000","2","016",,31-12-1932
"0400.054.031","AC","012","2","014",,01-01-1955
"0400.055.813","AC","000","2","014",,16-01-1964
"0400.055.912","AC","012","2","015","610",01-09-1966
"0400.056.110","AC","012","2","014",,10-03-1906
"0400.056.902","AC","012","2","014",,20-08-1951
"0400.057.791","AC","020","2","015","610",27-05-1952
"0400.058.682","AC","000","2","017",,09-07-1948
"0400.058.880","AC","000","2","014",,01-01-1968
"0400.058.979","AC","000","2","016",,01-01-1968
"0400.059.078","AC","000","2","610",,14-06-1963
"0400.059.672","AC","000","2","610",,30-08-1948
"0400.061.256","AC","012","2","016",,01-01-1960
"0400.061.751","AC","012","2","014",,11-02-1959
"0400.062.444","AC","000","2","014",,25-02-1953
"0400.062.543","AC","012","2","016",,16-03-1950
"0400.062.840","AC","000","2","610",,20-02-1936
"0400.063.434","AC","000","2","014",,14-08-1954
"0400.063.533","AC","000","2","015","610",27-11-1934
"0400.063.929","AC","000","2","014",,01-01-1948
"0400.064.820","AC","000","2","610",,01-01-1968
"0400.065.909","AC","000","2","610",,01-01-1968
"0400.066.701","AC","000","2","610",,01-01-1962
"0400.067.095","AC","000","2","030",,01-01-1968
"0400.067.392","AC","000","2","017",,01-01-1919
"0400.067.788","AC","000","2","014",,25-11-1926
"0400.067.887","AC","000","2","610",,03-01-1928
"0400.067.986","AC","000","2","014",,08-12-1930
"0400.068.184","AC","000","2","014",,01-01-1968
"0400.069.372","AC","012","2","016",,11-10-1958
"0400.069.570","AC","000","2","610",,28-11-1967
"0400.070.164","AC","012","2","015","610",01-01-1965
"0400.070.263","AC","000","2","014",,14-02-1927
"0400.070.560","AC","000","2","014",,18-05-1948
"0400.070.956","AC","012","2","015","610",07-05-1953
"0400.071.253","AC","020","2","015","610",13-02-1942
"0400.071.550","AC","012","2","014",,22-02-1954
"0400.071.649","AC","000","2","014",,06-11-1962
"0400.071.946","AC","012","2","014",,04-05-1965
"0400.072.243","AC","000","2","016",,12-12-1949
"0400.072.738","AC","012","2","015","610",20-08-1956
"0400.074.025","AC","000","2","016",,01-01-1968
"0400.074.124","AC","012","2","014",,14-05-1959
"0400.074.520","AC","020","2","015","610",15-04-1957
"0400.074.619","AC","020","2","015","610",01-01-1968
"0400.075.213","AC","000","2","014",,14-09-1963
"0400.075.312","AC","000","2","014",,22-12-1934
"0400.075.906","AC","012","2","015","610",11-01-1961
"0400.076.795","AC","000","2","014",,01-01-1928
"0400.077.686","AC","000","2","014",,10-10-1964
"0400.077.785","AC","000","2","015","610",13-07-1966
"0400.078.082","AC","012","2","014",,01-01-1963
"0400.078.181","AC","000","2","014",,01-01-1968
"0400.078.973","AC","000","2","014",,14-03-1968
"0400.079.072","AC","000","2","014",,20-08-1941
"0400.079.171","AC","000","2","610",,01-07-1959
"0400.079.963","AC","012","2","014",,07-01-1949
"0400.080.161","AC","030","2","014",,01-01-1968
"0400.080.656","AC","000","2","017",,01-01-1968
"0400.080.755","AC","000","2","610",,01-01-1968
"0400.081.151","AC","000","2","014",,23-12-1965
"0400.082.042","AC","000","2","014",,16-10-1941
"0400.082.141","AC","012","2","015","610",14-01-1946
"0400.082.240","AC","020","2","015","610",06-12-1943
"0400.083.725","AC","000","2","014",,01-01-1968
"0400.083.824","AC","012","2","015","610",01-01-1968
"0400.084.220","AC","000","2","014",,24-10-1952
"0400.084.715","AC","000","2","610",,01-01-1968
"0400.085.408","AC","000","2","610",,18-06-1954
"0400.085.606","AC","000","2","014",,22-01-1964
"0400.086.297","AC","000","2","015","610",01-01-1968
"0400.086.792","AC","000","2","610",,21-05-1969
"0400.086.891","AC","012","2","015","610",01-01-1965
"0400.087.782","AC","000","2","610",,01-01-1961
"0400.087.980","AC","000","2","014",,05-08-1948
"0400.088.178","AC","012","2","014",,01-01-1958
"0400.088.475","AC","000","2","014",,23-02-1950
"0400.088.970","AC","000","2","014",,29-08-1950
"0400.089.465","AC","000","2","014",,01-01-1959
"0400.089.663","AC","000","2","014",,01-01-1968
"0400.089.762","AC","020","2","015","610",07-03-1941
"0400.090.059","AC","012","2","015","610",01-01-1968
"0400.090.455","AC","000","2","014",,01-04-1968
"0400.090.554","AC","012","2","015","610",01-01-1960
"0400.090.851","AC","012","2","015","610",09-05-1958
"0400.091.346","AC","000","2","610",,31-12-1958
"0400.091.544","AC","012","2","014",,24-10-1966
"0400.092.435","AC","012","2","014",,25-01-1955
"0400.093.128","AC","020","2","015","610",18-11-1955
"0400.093.524","AC","000","2","014",,08-04-1949
"0400.093.623","AC","000","2","014",,16-12-1957
"0400.094.019","AC","012","2","015","610",01-01-1968
"0400.095.702","AC","000","2","014",,20-12-1963
"0400.095.801","AC","000","2","014",,13-09-1965
"0400.097.383","AC","000","2","014",,26-11-1953
"0400.097.680","AC","000","2","014",,12-04-1967
"0400.097.977","AC","020","2","014",,21-03-1962
"0400.098.076","AC","012","2","015","610",01-09-1937
"0400.098.274","AC","000","2","014",,01-01-1968
"0400.098.670","AC","000","2","014",,03-01-1904
"0400.099.858","AC","012","2","015","610",01-01-1968
"0400.100.254","AC","012","2","016",,01-01-1956
"0400.100.353","AC","000","2","014",,31-03-1944
"0400.100.650","AC","000","2","610",,06-12-1966
"0400.100.848","AC","000","2","014",,01-01-1968
"0400.101.046","AC","012","2","015","610",01-01-1965
"0400.101.937","AC","000","2","014",,01-01-1968
"0400.102.531","AC","000","2","610",,01-01-1968
"0400.103.125","AC","012","2","015","610",01-01-1957
"0400.103.323","AC","000","2","610",,01-01-1968
"0400.103.620","AC","012","2","014",,03-02-1933
"0400.104.016","AC","012","2","015","610",01-01-1946
"0400.104.115","AC","012","2","014",,01-01-1963
"0400.104.610","AC","000","2","014",,24-07-1952
"0400.105.105","AC","000","2","014",,24-04-1949
"0400.105.501","AC","012","2","014",,01-01-1968
"0400.105.796","AC","012","2","015","610",01-01-1947
"0400.105.895","AC","012","2","014",,13-04-1967
"0400.106.291","AC","000","2","014",,10-07-1962
"0400.106.390","AC","000","2","014",,20-01-1967
"0400.106.786","AC","020","2","015","610",13-10-1952
"0400.106.885","AC","020","2","015","610",01-01-1968
"0400.107.875","AC","000","2","610",,01-01-1968
"0400.108.073","AC","020","2","015","610",13-05-1947
"0400.108.667","AC","000","2","014",,30-03-1949
"0400.108.766","AC","012","2","016",,01-01-1926
"0400.109.459","AC","010","2","014",,18-08-1945
"0400.109.558","AC","012","2","015","610",17-10-1967
"0400.110.053","AC","000","2","610",,30-04-1966
"0400.110.152","AC","000","2","610",,01-01-1968
"0400.110.449","AC","000","2","014",,16-03-1950
"0400.110.548","AC","012","2","015","610",13-05-1938
"0400.110.746","AC","020","2","014",,29-03-1927
"0400.110.845","AC","012","2","015","610",03-10-1966
"0400.111.538","AC","012","2","014",,14-06-1939
"0400.112.726","AC","000","2","014",,02-12-1923
"0400.113.320","AC","012","2","014",,06-01-1931
"0400.113.518","AC","000","2","014",,24-05-1955
"0400.113.815","AC","000","2","014",,01-01-1968
"0400.113.914","AC","020","2","015","610",01-01-1968
"0400.114.706","AC","000","2","610",,01-01-1968
"0400.114.805","AC","000","2","014",,01-01-1968
"0400.115.694","AC","000","2","610",,22-01-1963
"0400.116.090","AC","020","2","015","610",28-11-1952
"0400.116.387","AC","000","2","610",,01-01-1968
"0400.116.486","AC","030","2","014",,21-06-1929
"0400.116.882","AC","012","2","015","610",22-01-1960
"0400.117.080","AC","020","2","011",,01-01-1968
"0400.117.575","AC","012","2","014",,01-01-1968
"0400.118.466","AC","012","2","014",,11-12-1963
"0400.118.664","AC","010","2","015","610",18-12-1940
"0400.119.258","AC","000","2","014",,01-01-1968
"0400.120.050","AC","000","2","014",,01-01-1930
"0400.120.248","AC","000","2","610",,01-01-1968
"0400.120.446","AC","000","2","610",,01-01-1968
"0400.120.644","AC","000","2","610",,05-07-1966
"0400.120.842","AC","000","2","014",,22-09-1966
"0400.122.327","AC","000","2","014",,11-05-1944
"0400.122.624","AC","000","2","610",,08-03-1963
"0400.123.218","AC","000","2","610",,01-01-1968
"0400.123.416","AC","000","2","014",,07-12-1957
"0400.123.713","AC","012","2","014",,01-01-1962
"0400.123.812","AC","000","2","014",,01-01-1968
"0400.124.208","AC","000","2","014",,02-06-1960
"0400.125.493","AC","012","2","014",,07-10-1934
"0400.125.790","AC","000","2","014",,01-01-1929
"0400.126.582","AC","012","2","015","610",01-09-1937
"0400.127.671","AC","012","2","014",,21-04-1953
"0400.127.869","AC","012","2","015","610",01-01-1968
"0400.128.067","AC","000","2","610",,03-07-1967
"0400.128.463","AC","000","2","008",,05-06-1928
"0400.128.661","AC","000","2","014",,01-01-1968
"0400.128.760","AC","020","2","015","610",29-07-1965
"0400.128.859","AC","012","2","017",,21-01-1965
"0400.129.156","AC","012","2","015","610",04-12-1962
"0400.129.651","AC","012","2","015","610",01-01-1962
"0400.129.948","AC","012","2","015","610",01-01-1968
"0400.130.245","AC","012","2","012","612",01-01-1956
"0400.130.641","AC","000","2","014",,11-02-1965
"0400.131.235","AC","000","2","014",,15-10-1957
"0400.131.532","AC","000","2","014",,17-07-1964
"0400.131.829","AC","000","2","017",,07-01-1957
"0400.132.027","AC","000","2","610",,25-01-1928
"0400.132.621","AC","012","2","015","610",01-01-1968
"0400.133.017","AC","000","2","610",,15-10-1957
"0400.133.116","AC","000","2","012","612",01-01-1968
"0400.133.809","AC","012","2","015","610",01-01-1962
"0400.134.007","AC","000","2","610",,01-05-1937
"0400.134.502","AC","012","2","015","610",18-04-1952
"0400.134.797","AC","000","2","014",,13-10-1956
"0400.135.094","AC","020","2","015","610",20-01-1922
"0400.135.193","AC","012","2","014",,01-01-1963
"0400.135.688","AC","012","2","015","610",01-03-1967
"0400.135.886","AC","000","2","014",,01-01-1968
"0400.136.282","AC","000","2","014",,11-03-1955
"0400.136.876","AC","000","2","014",,01-01-1968
"0400.138.163","AC","000","2","011",,01-01-1968
"0400.138.559","AC","000","2","610",,18-03-1958
"0400.138.757","AC","000","2","011",,01-01-1968
"0400.139.153","AC","000","2","014",,24-09-1942
"0400.139.549","AC","020","2","015","610",01-01-1968
"0400.139.747","AC","000","2","610",,01-01-1968
"0400.140.242","AC","000","2","014",,01-01-1968
"0400.140.440","AC","020","2","015","610",30-09-1966
"0400.140.836","AC","012","2","015","610",01-01-1966
"0400.141.133","AC","000","2","610",,27-05-1959
"0400.141.331","AC","000","2","014",,01-09-1966
"0400.141.925","AC","000","2","610",,01-01-1968
"0400.142.717","AC","000","2","014",,15-01-1964
"0400.143.608","AC","000","2","610",,25-04-1922
"0400.143.707","AC","000","2","016",,01-01-1968
"0400.144.202","AC","012","2","015","610",05-03-1964
"0400.144.301","AC","000","2","612",,01-01-1968
"0400.145.190","AC","012","2","011",,15-07-1964
"0400.145.388","AC","000","2","014",,06-10-1948
"0400.145.883","AC","020","2","015","610",01-01-1968
"0400.146.873","AC","020","2","015","610",31-03-1950
"0400.147.170","AC","012","2","014",,29-09-1950
"0400.147.566","AC","000","2","014",,01-01-1968
"0400.148.061","AC","000","2","017",,01-01-1968
"0400.148.160","AC","000","2","008",,31-03-1923
"0400.148.259","AC","000","2","706",,01-01-1968
"0400.148.358","AC","000","2","015","610",01-01-1968
"0400.148.457","AC","030","2","014",,26-06-1936
"0400.148.853","AC","000","2","610",,23-05-1942
"0400.149.249","AC","000","2","015","610",01-01-1968
"0400.149.645","AC","030","2","015","610",01-01-1968
"0400.149.942","AC","030","2","014",,01-01-1968
"0400.150.140","AC","000","2","030",,01-01-1968
"0400.150.437","AC","000","2","610",,01-01-1968
"0400.150.734","AC","012","2","015","610",02-11-1939
"0400.150.833","AC","012","2","015","610",01-01-1968
"0400.150.932","AC","012","2","014",,24-01-1964
"0400.151.328","AC","012","2","014",,30-03-1963
"0400.151.724","AC","000","2","610",,01-01-1968
"0400.152.021","AC","000","2","016",,01-01-1968
"0400.152.615","AC","000","2","014",,21-09-1966
"0400.153.704","AC","012","2","015","610",26-02-1959
"0400.153.803","AC","000","2","017",,24-08-1962
"0400.153.902","AC","000","2","017",,01-01-1951
"0400.154.296","AC","030","2","014",,01-01-1968
"0400.154.692","AC","000","2","706",,09-12-1929
"0400.154.989","AC","012","2","016",,01-01-1966
"0400.155.583","AC","012","2","015","610",01-01-1968
"0400.155.880","AC","020","2","015","610",01-01-1968
"0400.156.177","AC","000","2","014",,26-11-1952
"0400.156.276","AC","000","2","015","610",11-02-1953
"0400.156.672","AC","000","2","016",,01-01-1968
"0400.156.969","AC","000","2","014",,01-01-1968
"0400.157.167","AC","000","2","008",,01-01-1968
"0400.157.266","AC","000","2","610",,08-03-1960
"0400.157.464","AC","012","2","014",,31-12-1901
"0400.157.563","AC","000","2","014",,01-01-1968
"0400.157.959","AC","020","2","015","610",09-03-1959
"0400.158.157","AC","012","2","015","610",01-01-1968
"0400.158.652","AC","012","2","014",,30-06-1905
"0400.158.949","AC","012","2","015","610",01-01-1958
"0400.159.741","AC","012","2","015","610",01-01-1968
"0400.159.939","AC","020","2","015","610",01-01-1968
"0400.160.038","AC","000","2","014",,09-04-1950
"0400.160.434","AC","012","2","015","610",01-01-1956
"0400.160.731","AC","000","2","014",,01-04-1948
"0400.161.028","AC","000","2","014",,01-01-1968
"0400.161.226","AC","000","2","610",,01-01-1968
"0400.161.325","AC","012","2","015","610",24-10-1958
"0400.161.523","AC","000","2","015","610",01-01-1968
"0400.162.909","AC","000","2","014",,01-01-1968
"0400.163.206","AC","020","2","011",,15-10-1953
"0400.163.305","AC","012","2","015","610",01-01-1967
"0400.164.887","AC","000","2","610",,01-01-1968
"0400.165.679","AC","000","2","014",,28-11-1948
"0400.165.976","AC","000","2","610",,01-01-1968
"0400.166.075","AC","012","2","015","610",01-01-1968
"0400.166.768","AC","000","2","610",,01-01-1968
"0400.167.263","AC","020","2","014",,01-01-1968
"0400.167.362","AC","012","2","014",,01-01-1955
"0400.169.045","AC","012","2","016",,10-11-1929
"0400.170.035","AC","012","2","016",,24-11-1929
"0400.170.332","AC","012","2","015","610",01-01-1963
"0400.170.530","AC","000","2","610",,01-01-1968
"0400.170.728","AC","000","2","017",,09-02-2003
"0400.171.421","AC","012","2","015","610",01-01-1968
"0400.171.817","AC","012","2","016",,01-01-1934
"0400.172.708","AC","012","2","015","610",01-01-1961
"0400.172.807","AC","030","2","015","610",01-01-1968
"0400.173.104","AC","000","2","014",,15-01-1943
"0400.173.203","AC","000","2","610",,01-01-1968
"0400.173.597","AC","000","2","014",,06-10-1932
"0400.173.894","AC","000","2","014",,18-04-1966
"0400.174.983","AC","012","2","016",,01-01-1968
"0400.175.577","AC","012","2","015","610",16-08-1952
"0400.175.676","AC","000","2","610",,01-01-1968
"0400.176.072","AC","000","2","014",,05-10-1962
"0400.176.567","AC","012","2","014",,01-01-1944
"0400.176.765","AC","012","2","014",,01-01-1968
"0400.176.864","AC","012","2","014",,18-05-1955
"0400.177.161","AC","012","2","014",,01-01-1963
"0400.177.260","AC","000","2","014",,01-01-1968
"0400.177.953","AC","000","2","014",,05-05-1928
"0400.178.349","AC","012","2","015","610",01-01-1968
"0400.179.339","AC","000","2","014",,26-09-1962
"0400.179.834","AC","012","2","015","610",01-01-1968
"0400.179.933","AC","012","2","014",,23-03-1929
"0400.180.131","AC","000","2","610",,01-01-1928
"0400.180.725","AC","000","2","610",,13-10-1958
"0400.180.923","AC","000","2","014",,16-12-1947
"0400.181.616","AC","000","2","014",,21-12-1955
"0400.181.715","AC","000","2","014",,01-01-1968
"0400.182.309","AC","020","2","015","610",01-01-1939
"0400.182.408","AC","000","2","610",,14-01-1961
"0400.183.297","AC","000","2","014",,17-02-1945
"0400.183.990","AC","020","2","015","610",30-04-1954
"0400.184.683","AC","012","2","014",,19-12-1940
"0400.185.079","AC","020","2","015","610",04-04-1957
"0400.185.277","AC","012","2","015","610",01-04-1967
"0400.185.574","AC","012","2","015","610",21-09-1968
"0400.186.069","AC","000","2","014",,24-01-1951
"0400.186.168","AC","000","2","015","610",01-01-1968
"0400.186.465","AC","000","2","015","610",26-02-1953
"0400.186.564","AC","000","2","706",,01-01-1968
"0400.186.762","AC","000","2","610",,02-01-1950
"0400.187.059","AC","012","2","015","610",06-09-1957
"0400.187.356","AC","012","2","015","610",31-08-1959
"0400.187.653","AC","012","2","016",,01-01-1961
"0400.187.950","AC","000","2","014",,01-01-1968
"0400.189.138","AC","000","2","014",,31-07-1963
"0400.189.633","AC","012","2","015","610",01-01-1968
"0400.189.732","AC","000","2","610",,24-05-1928
"0400.190.326","AC","012","2","014",,01-01-1956
"0400.190.821","AC","012","2","016",,19-03-1956
"0400.191.019","AC","000","2","014",,17-11-1960
"0400.191.118","AC","000","2","610",,01-01-1968
"0400.191.316","AC","000","2","014",,04-05-1964
"0400.191.415","AC","000","2","014",,01-01-1968
"0400.191.712","AC","000","2","610",,15-12-1967
"0400.191.910","AC","000","2","014",,01-01-1968
"0400.192.207","AC","012","2","015","610",31-08-1954
"0400.192.702","AC","050","2","014",,18-10-1952
"0400.193.789","AC","012","2","014",,28-03-1953
"0400.193.888","AC","012","2","015","610",13-10-1964
"0400.193.987","AC","000","2","014",,07-11-1952
"0400.195.076","AC","020","2","014",,18-02-1946
"0400.195.274","AC","000","2","016",,01-09-1930
"0400.195.967","AC","000","2","014",,24-05-1967
"0400.196.165","AC","012","2","015","610",01-01-1968
"0400.197.155","AC","012","2","014",,01-01-1959
"0400.197.254","AC","000","2","014",,14-01-1958
"0400.197.848","AC","012","2","015","610",01-07-1959
"0400.198.145","AC","000","2","706",,01-03-1906
"0400.198.244","AC","000","2","706",,01-01-1968
"0400.198.739","AC","000","2","014",,10-11-1958
"0400.199.036","AC","000","2","014",,04-02-1950
"0400.199.234","AC","050","2","015","610",01-01-1936
"0400.199.828","AC","000","2","610",,01-01-1968
"0400.200.125","AC","000","2","016",,01-01-1968
"0400.200.620","AC","012","2","015","610",01-01-1968
"0400.201.115","AC","020","2","014",,01-01-1968
"0400.201.808","AC","012","2","015","610",05-03-1957
"0400.202.501","AC","010","2","014",,30-12-1944
"0400.202.697","AC","000","2","016",,07-11-1954
"0400.202.994","AC","012","2","015","610",14-06-1968
"0400.203.885","AC","030","2","014",,09-03-1967
"0400.204.578","AC","000","2","014",,01-01-1968
"0400.204.677","AC","000","2","014",,10-05-1950
"0400.205.073","AC","020","2","015","610",03-03-1966
"0400.205.370","AC","000","2","014",,01-05-1967
"0400.205.568","AC","000","2","610",,01-01-1968
"0400.205.964","AC","012","2","011",,01-01-1960
"0400.206.558","AC","012","2","011",,01-01-1958
"0400.206.954","AC","020","2","015","610",01-01-1968
"0400.207.053","AC","000","2","015","610",01-01-1968
"0400.207.251","AC","000","2","014",,19-06-1958
"0400.207.449","AC","000","2","014",,30-06-1952
"0400.207.548","AC","012","2","015","610",01-01-1947
"0400.208.043","AC","012","2","015","610",01-01-1966
"0400.208.340","AC","000","2","610",,31-01-1963
"0400.208.439","AC","000","2","610",,01-01-1968
"0400.208.934","AC","012","2","014",,01-08-1958
"0400.209.528","AC","020","2","014",,17-05-1950
"0400.210.122","AC","012","2","015","610",01-01-1968
"0400.211.310","AC","000","2","014",,25-03-1966
"0400.211.805","AC","000","2","011",,01-01-1960
"0400.212.201","AC","000","2","610",,01-01-1968
"0400.212.793","AC","030","2","015","610",01-01-1968
"0400.213.585","AC","000","2","014",,04-02-1932
"0400.213.783","AC","012","2","015","610",01-01-1968
"0400.213.981","AC","012","2","015","610",01-01-1968
"0400.216.357","AC","000","2","014",,26-04-1966
"0400.216.753","AC","020","2","015","610",08-11-1966
"0400.216.852","AC","012","2","014",,31-12-1948
"0400.217.149","AC","012","2","011",,01-01-1968
"0400.217.446","AC","000","2","610",,26-07-1939
"0400.218.337","AC","000","2","014",,01-01-1968
"0400.219.426","AC","030","2","015","610",01-01-1968
"0400.219.525","AC","000","2","610",,01-02-1957
"0400.220.218","AC","012","2","014",,01-01-1968
"0400.220.317","AC","000","2","610",,21-08-1946
"0400.220.416","AC","012","2","015","610",01-01-1968
"0400.220.713","AC","012","2","011",,01-01-1968
"0400.221.802","AC","000","2","014",,05-03-1955
"0400.222.295","AC","000","2","014",,01-01-1968
"0400.222.493","AC","012","2","015","610",01-01-1948
"0400.222.889","AC","000","2","610",,01-01-1968
"0400.223.186","AC","012","2","015","610",01-01-1965
"0400.224.671","AC","000","2","014",,01-01-1968
"0400.224.770","AC","000","2","014",,01-01-1968
"0400.225.166","AC","012","2","015","610",01-01-1968
"0400.225.760","AC","000","2","014",,10-08-1959
"0400.226.255","AC","000","2","016",,01-01-1968
"0400.226.552","AC","000","2","706",,08-10-1953
"0400.227.443","AC","012","2","015","610",01-01-1960
"0400.228.037","AC","000","2","610",,01-01-1968
"0400.228.334","AC","000","2","610",,01-01-1968
"0400.228.433","AC","000","2","014",,29-06-1967
"0400.229.522","AC","000","2","014",,28-11-1967
"0400.229.720","AC","012","2","015","610",24-10-1963
"0400.229.819","AC","012","2","014",,16-08-1924
"0400.230.710","AC","000","2","016",,20-09-1930
"0400.232.589","AC","012","2","015","610",01-01-1968
"0400.233.876","AC","012","2","015","610",01-01-1968
"0400.233.975","AC","000","2","008",,01-01-1967
"0400.234.272","AC","000","2","610",,06-02-1965
"0400.234.866","AC","000","2","014",,22-02-1949
"0400.234.965","AC","000","2","014",,01-01-1937
"0400.235.163","AC","012","2","014",,28-07-1923
"0400.235.856","AC","012","2","016",,11-10-1957
"0400.236.153","AC","012","2","014",,01-01-1968
"0400.236.450","AC","012","2","016",,01-02-1954
"0400.236.945","AC","000","2","014",,01-01-1962
"0400.237.044","AC","012","2","015","610",01-01-1968
"0400.238.430","AC","000","2","610",,21-06-1967
"0400.238.727","AC","020","2","015","610",17-02-1966
"0400.238.826","AC","000","2","014",,01-01-1939
"0400.238.925","AC","012","2","011",,01-01-1966
"0400.239.123","AC","000","2","016",,24-03-1912
"0400.243.180","AC","012","2","015","610",01-01-1968
"0400.243.675","AC","012","2","014",,17-04-1947
